Tree_ID,Address,Town,Tree_Species,Species_Desc,Common_Name,Age_Desc,Height,Spread,Trunk,Actual_Trunk,Condition,Latitude,Longitude
32400,"Greenlawns, Skerries",Skerries,ACPL,Acer platanoides,Norway Maple,Mature,10.1- 15 metres,6 to 9 metres,31cm to 40cm,36cm,Good,53.57437093,-6.113744549
32420,"Greenlawns, Skerries",Skerries,ACPL,Acer platanoides,Norway Maple,Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,30cm,Good,53.57382184,-6.113912735
41820,"Auburn Grove, Malahide",Malahide,ACPS,Acer pseudoplatanus,Sycamore,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,25cm,Good,53.44469315,-6.175152526
197800,"Saint Andrew's Park, Swords",Swords North,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,22cm,Fair to Good,53.46619017,-6.23467021
48000,"Seabury Drive, Malahide",Malahide,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,24cm,Good,53.45467655,-6.178752734
27080,"Clonard Court, Balbriggan",Balbriggan,ACCA,Acer campestre,Field Maple,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,12cm,Good,53.6063791,-6.187354839
27212,"Castleview Row, Swords",Swords North,ACCA,Acer campestre,Field Maple,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,5cm,Good,53.47094626,-6.237386989
29148,"Ridgewood Avenue, Forrest Great",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,14cm,Fair to Good,53.44756721,-6.247897429
29152,"Ridgewood Avenue, Forrest Great",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,19cm,Good,53.4476072,-6.248007773
29396,"Ridgewood Avenue, Forrest Great",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,7cm,Good,53.44564086,-6.246317434
13812,"Abbeyvale Green, Swords",Swords North,TICO,Tilia cordata,Small-Leafed Lime,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,18cm,Good,53.45977217,-6.25135717
17412,"Valley View, Swords",Swords North,TICO,Tilia cordata,Small-Leafed Lime,Semi-Mature,Up to 5 metres,3 to 6 metres,21cm to 30cm,24cm,Fair,53.46178796,-6.24168488
246548,"Lanesborough Grove, Saint Margaret's",Santry,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,3 to 6 metres,11cm to 20cm,11cm,Fair to Good,53.40441495,-6.291656865
18268,"Milesian Grove, Swords",Swords East,TICO,Tilia cordata,Small-Leafed Lime,Semi-Mature,10.1- 15 metres,6 to 9 metres,21cm to 30cm,24cm,Good,53.45185482,-6.207143465
6036,"Glen Ellan Gardens, Swords",Swords North,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,4cm,Good,53.46744326,-6.23596466
7052,"Barnewall Cresent, Donabate",Donabate Portra,PYCA,Pyrus calleryana,Pear,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,6cm,Good,53.49314244,-6.149274367
41240,"Talbot Avenue, Malahide",Malahide,TISP,Tilia spp.,Lime,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,16cm,Good,53.44795874,-6.181197224
41252,"Talbot Avenue, Malahide",Malahide,TISP,Tilia spp.,Lime,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,21cm,Good,53.44803325,-6.180832168
4068,"Glen Ellan Avenue, Swords",Swords North,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,21cm,Fair to Good,53.46743572,-6.228049651
4456,"Glen Ellan Drive, Swords",Swords North,ACPS,Acer pseudoplatanus,Sycamore,Semi-Mature,5.1-10 metres,3 to 6 metres,31cm to 40cm,33cm,Fair,53.46671656,-6.228169978
28208,"Ridgewood Place, Swords",Swords South,ACPL,Acer platanoides,Norway Maple,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,12cm,Good,53.44762588,-6.250611996
28424,"Ridgewood Close, Swords",Swords South,ACPL,Acer platanoides,Norway Maple,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,5cm,Good,53.4483268,-6.247689279
29004,"Ridgewood Avenue, Forrest Great",Swords South,TISP,Tilia spp.,Lime,Young,Up to 5 metres,Up to 3 metres,11cm to 20cm,12cm,Good,53.44824943,-6.250741101
41824,"Auburn Grove, Malahide",Malahide,ACPS,Acer pseudoplatanus,Sycamore,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,24cm,Good,53.44467353,-6.175309453
197600,"Pine Grove Park, Swords",Swords North,ACPL,Acer platanoides,Norway Maple,Semi-Mature,Up to 5 metres,3 to 6 metres,11cm to 20cm,13cm,Fair,53.46548159,-6.232589877
48424,"Seabury Parade, Malahide",Malahide,ACPL,Acer platanoides,Norway Maple,Semi-Mature,10.1- 15 metres,6 to 9 metres,21cm to 30cm,21cm,Fair to Good,53.45494458,-6.180071695
17620,"Cianlea, Swords",Swords North,ACPS,Acer pseudoplatanus,Sycamore,Semi-Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,24cm,Fair to Good,53.4663222,-6.240999374
27220,"Castleview Row, Swords",Swords North,ACCA,Acer campestre,Field Maple,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,7cm,Good,53.47083202,-6.237007525
29168,"Ridgewood Avenue, Forrest Great",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,Up to 3 metres,11cm to 20cm,11cm,Good,53.44776663,-6.248480633
29240,"Ridgewood Avenue, Forrest Great",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,7cm,Good,53.44623622,-6.247268571
29264,"Ridgewood Avenue, Forrest Great",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,10cm,Good,53.44657819,-6.247926865
29284,"Ridgewood Avenue, Forrest Great",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,8cm,Good,53.44709679,-6.247609732
29292,"Ridgewood Avenue, Forrest Great",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,Up to 3 metres,11cm to 20cm,13cm,Good,53.44725923,-6.247467119
29360,"Ridgewood Avenue, Forrest Great",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,9cm,Good,53.44626969,-6.2470816
1472,"Turvey Drive, Donabate",Donabate Portra,ACPL,Acer platanoides,Norway Maple,Young,5.1-10 metres,3 to 6 metres,21cm to 30cm,23cm,Fair to Good,53.48726989,-6.156036801
2236,"Beverton Lawn, Donabate",Donabate Portra,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,12cm,Good,53.49076337,-6.155398462
4036,"Glen Ellan Avenue, Swords",Swords North,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,15cm,Fair to Good,53.4673195,-6.227756466
4052,"Glen Ellan Avenue, Swords",Swords North,ACPL,Acer platanoides,Norway Maple,Young,5.1-10 metres,Up to 3 metres,11cm to 20cm,20cm,Good,53.46740766,-6.227242271
4268,"Glen Ellan Park, Swords",Swords North,ACPL,Acer platanoides,Norway Maple,Newly Planted,5.1-10 metres,3 to 6 metres,11cm to 20cm,12cm,Good,53.46830708,-6.229072349
26984,"Clonard Court, Balbriggan",Balbriggan,ACPS,Acer pseudoplatanus,Sycamore,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,15cm,Good,53.60700288,-6.187335512
28404,"Ridgewood Close, Swords",Swords South,TISP,Tilia spp.,Lime,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,10cm,Good,53.44791706,-6.248027829
29508,"Ridgewood Avenue, Forrest Great",Swords South,TISP,Tilia spp.,Lime,Young,Up to 5 metres,Up to 3 metres,11cm to 20cm,12cm,Good,53.44524139,-6.24466376
48144,"Seabury Drive, Malahide",Malahide,ACPS,Acer pseudoplatanus,Sycamore,Semi-Mature,5.1-10 metres,3 to 6 metres,31cm to 40cm,31cm,Good,53.45420744,-6.178350074
48440,"Seabury Parade, Malahide",Malahide,BESP,Betula spp.,Birch,Semi-Mature,10.1- 15 metres,6 to 9 metres,11cm to 20cm,20cm,Good,53.4553381,-6.179766396
28600,"Ridgewood Park, Swords",Swords South,TISP,Tilia spp.,Lime,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,8cm,Good,53.44776879,-6.246368967
28624,"Ridgewood Park, Swords",Swords South,TISP,Tilia spp.,Lime,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,10cm,Good,53.44756155,-6.245706918
5200,"Glen Ellan Green, Swords",Swords North,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,Up to 3 metres,11cm to 20cm,13cm,Good,53.46722726,-6.231294028
27228,"Castleview Row, Swords",Swords North,ACCA,Acer campestre,Field Maple,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,7cm,Good,53.47077689,-6.236688113
29376,"Ridgewood Avenue, Forrest Great",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,10cm,Good,53.4461273,-6.246802682
17420,"Valley View, Swords",Swords North,TICO,Tilia cordata,Small-Leafed Lime,Semi-Mature,Up to 5 metres,3 to 6 metres,21cm to 30cm,27cm,Fair,53.46201829,-6.241612717
246564,"Lanesborough Grove, Saint Margaret's",Santry,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,3 to 6 metres,11cm to 20cm,13cm,Fair to Good,53.40426411,-6.291634792
18028,"Charlestown Drive, Saint Margaret's",Santry,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,13cm,Fair,53.4043337,-6.298134658
18272,"Milesian Grove, Swords",Swords East,TICO,Tilia cordata,Small-Leafed Lime,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,21cm,Good,53.45185977,-6.207042243
4816,"Glen Ellan Close, Swords",Swords North,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,20cm,Fair to Good,53.46650914,-6.228798913
16300,"Swords Manor Avenue, Mooretown",Swords North,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,Up to 3 metres,21cm to 30cm,22cm,Fair,53.46174357,-6.243748847
41232,"Talbot Avenue, Malahide",Malahide,TISP,Tilia spp.,Lime,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,17cm,Good,53.4479735,-6.18144662
41808,"Auburn Grove, Malahide",Malahide,ACPS,Acer pseudoplatanus,Sycamore,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,22cm,Good,53.44506483,-6.175142005
619176,"Park Avenue, Swords",Swords North,MASP,Malus spp.,Crab apple,Semi-Mature,Up to 5 metres,Up to 3 metres,1cm - 10cm,6cm,Poor,53.45832522,-6.239832167
4020,"Glen Ellan Avenue, Swords",Swords North,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,15cm,Fair to Good,53.46743668,-6.228465256
15468,"Berwick Court, Swords",Swords North,LIQAM,Liquidamber styraciflua,Sweet Gum,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,4cm,Fair,53.4618281,-6.248703061
26752,"Tara Cove, Balbriggan",Balbriggan,ACPS,Acer pseudoplatanus,Sycamore,Young,5.1-10 metres,6 to 9 metres,31cm to 40cm,32cm,Good,53.60641534,-6.189094616
26992,"Clonard Court, Balbriggan",Balbriggan,ACPS,Acer pseudoplatanus,Sycamore,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,21cm,Good,53.60696943,-6.186936699
27332,"Tara Court, Balbriggan",Balbriggan,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Semi-Mature,Up to 5 metres,3 to 6 metres,11cm to 20cm,15cm,Fair,53.60883667,-6.191451314
28496,"Ridgewood Close, Swords",Swords South,TISP,Tilia spp.,Lime,Young,Up to 5 metres,Up to 3 metres,11cm to 20cm,11cm,Good,53.44781384,-6.247943871
48612,"Old Yellow Walls Road, Malahide",Malahide,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,17cm,Fair,53.45552432,-6.17976189
48616,"Old Yellow Walls Road, Malahide",Malahide,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,24cm,Fair to Good,53.45542163,-6.179356474
28612,"Ridgewood Park, Swords",Swords South,TISP,Tilia spp.,Lime,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,9cm,Good,53.44767847,-6.245823422
28632,"Ridgewood Park, Swords",Swords South,TISP,Tilia spp.,Lime,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,10cm,Good,53.44762612,-6.246064464
28712,"Ridgewood Park, Swords",Swords South,TISP,Tilia spp.,Lime,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,10cm,Good,53.44762249,-6.246270381
27240,"Tara Court, Balbriggan",Balbriggan,PRUSP,Prunus spp.,Cherry,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,17cm,Poor,53.60795938,-6.190376599
29124,"Ridgewood Avenue, Forrest Great",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,14cm,Good,53.44766285,-6.247837947
29156,"Ridgewood Avenue, Forrest Great",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,15cm,Fair - Poor,53.44764034,-6.248092509
29364,"Ridgewood Avenue, Forrest Great",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,Up to 3 metres,11cm to 20cm,11cm,Good,53.44622435,-6.246986082
3,"Churchfield Close, Skerries",Skerries,ACPL,Acer platanoides,Norway Maple,Mature,5.1-10 metres,6 to 9 metres,31cm to 40cm,35cm,Good,53.57315678,-6.107162828
45,"Bremore Drive, Balbriggan",Balbriggan,PRSPA,Prunus serrulata,Japanese Cherry,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,24cm,Good,53.61365634,-6.190796839
5204,"Glen Ellan Green, Swords",Swords North,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Young,Up to 5 metres,3 to 6 metres,11cm to 20cm,13cm,Good,53.46762467,-6.232838882
644,"Oaklands Park, Swords",Swords North,ACPS,Acer pseudoplatanus,Sycamore,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,30cm,Fair to Good,53.45713049,-6.217439059
3668,"Turvey Avenue, Donabate",Donabate Portra,SOARI,Sorbus aria,Whitebeam,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,14cm,Fair,53.48745466,-6.158944825
18104,"Milesian Avenue, Swords",Swords East,SOXT,Sorbus x thuringiaca,Bastard Service Tree,Semi-Mature,5.1-10 metres,6 to 9 metres,11cm to 20cm,20cm,Fair to Good,53.45162871,-6.205084566
18132,"Milesian Avenue, Swords",Swords East,TICO,Tilia cordata,Small-Leafed Lime,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,24cm,Fair to Good,53.45199252,-6.205583919
41728,"Abington, Malahide",Malahide,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,Up to 3 metres,11cm to 20cm,12cm,Good,53.44707872,-6.180400331
6944,"The Close, Melrose Park",Kinsealy,TICO,Tilia cordata,Small-Leafed Lime,Semi-Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,24cm,Fair to Good,53.44569657,-6.203706487
26756,"Tara Cove, Balbriggan",Balbriggan,ACPS,Acer pseudoplatanus,Sycamore,Semi-Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,27cm,Good,53.60642787,-6.188913223
26768,"Tara Cove, Balbriggan",Balbriggan,ACPS,Acer pseudoplatanus,Sycamore,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,15cm,Good,53.60629288,-6.189125694
26776,"Tara Cove, Balbriggan",Balbriggan,ACPS,Acer pseudoplatanus,Sycamore,Young,5.1-10 metres,6 to 9 metres,11cm to 20cm,16cm,Good,53.60630757,-6.189514125
27084,"Clonard Court, Balbriggan",Balbriggan,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,21cm,Good,53.6063598,-6.186881692
27312,"Tara Court, Balbriggan",Balbriggan,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Semi-Mature,Up to 5 metres,3 to 6 metres,11cm to 20cm,17cm,Fair to Good,53.60851729,-6.191800712
29136,"Ridgewood Avenue, Forrest Great",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,19cm,Fair to Good,53.44749049,-6.247378568
29244,"Ridgewood Avenue, Forrest Great",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,7cm,Good,53.4462771,-6.24736608
29248,"Ridgewood Avenue, Forrest Great",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,8cm,Good,53.44630199,-6.247414576
246536,"Lanesborough Grove, Saint Margaret's",Santry,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,3 to 6 metres,1cm - 10cm,9cm,Fair to Good,53.40458525,-6.291702218
18005,"Charlestown Drive, Saint Margaret's",Santry,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,13cm,Fair to Good,53.40436342,-6.298763076
18008,"Charlestown Drive, Saint Margaret's",Santry,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,14cm,Good,53.40435991,-6.298674947
28,"Churchfield Close, Skerries",Skerries,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Semi-Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,29cm,Fair to Good,53.57366398,-6.106080454
32,"Churchfield Close, Skerries",Skerries,PIGLA,Picea glauca 'Albertiana',Dwarf Alberta Spruce,Mature,10.1- 15 metres,6 to 9 metres,41cm - 50cm,42cm,Fair to Good,53.57354381,-6.106045215
1404,"Turvey Drive, Donabate",Donabate Portra,ACPL,Acer platanoides,Norway Maple,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,14cm,Good,53.4890189,-6.15591704
3200,"Beverton Close, Donabate",Donabate Portra,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Semi-Mature,Up to 5 metres,Up to 3 metres,11cm to 20cm,11cm,Good,53.4890043,-6.16014484
3912,"Hazelwood, Donabate",Donabate Portra,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,8cm,Good,53.49077137,-6.150046541
632,"Oaklands Park, Swords",Swords North,PRSPA,Prunus serrulata,Japanese Cherry,Young,Up to 5 metres,3 to 6 metres,11cm to 20cm,18cm,Poor,53.4572897,-6.217010516
680,"Oaklands Park, Swords",Swords East,ACPL,Acer platanoides,Norway Maple,Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,24cm,Fair,53.4554342,-6.216344859
15472,"Berwick Avenue, Swords",Swords North,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,18cm,Fair,53.46155374,-6.249266065
26964,"Clonard Court, Balbriggan",Balbriggan,ACPS,Acer pseudoplatanus,Sycamore,Young,Up to 5 metres,3 to 6 metres,1cm - 10cm,8cm,Fair,53.60709293,-6.188641184
27104,"Clonard Court, Balbriggan",Balbriggan,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Mature,5.1-10 metres,Up to 3 metres,11cm to 20cm,12cm,Fair,53.60851601,-6.189613156
29504,"Ridgewood Avenue, Forrest Great",Swords South,TISP,Tilia spp.,Lime,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,14cm,Good,53.44521359,-6.24456376
48436,"Seabury Parade, Malahide",Malahide,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Young,Up to 5 metres,Up to 3 metres,11cm to 20cm,14cm,Poor,53.45527951,-6.179807445
48124,"Seabury Drive, Malahide",Malahide,ACPS,Acer pseudoplatanus,Sycamore,Semi-Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,29cm,Good,53.45432991,-6.178107862
26636,"Castleview Crescent, Swords",Swords North,COAU,Cordyline australis,Cabbage Palm,Young,Up to 5 metres,Up to 3 metres,11cm to 20cm,13cm,Fair to Good,53.47122182,-6.236221596
29140,"Ridgewood Avenue, Forrest Great",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,16cm,Fair to Good,53.44740032,-6.247437223
29384,"Ridgewood Avenue, Forrest Great",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,10cm,Good,53.4458248,-6.246592678
13820,"Abbeyvale Green, Swords",Swords North,TICO,Tilia cordata,Small-Leafed Lime,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,22cm,Good,53.45977167,-6.250875673
246512,"Lanesborough Grove, Saint Margaret's",Santry,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,12cm,Fair to Good,53.4048899,-6.291898273
16412,"Swords Manor Grove, Swords",Swords North,ACCA,Acer campestre,Field Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,26cm,Fair,53.46022505,-6.243414502
246540,"Lanesborough Grove, Saint Margaret's",Santry,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,13cm,Fair to Good,53.40453465,-6.291670412
246544,"Lanesborough Grove, Saint Margaret's",Santry,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,3 to 6 metres,1cm - 10cm,10cm,Fair to Good,53.40447487,-6.291649351
18248,"Milesian Grove, Swords",Swords East,TICO,Tilia cordata,Small-Leafed Lime,Semi-Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,22cm,Fair to Good,53.45196347,-6.206940472
3692,"Turvey Avenue, Donabate",Donabate Portra,SOIN,Sorbus intermedia,Swedish Whitebeam,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,20cm,Fair,53.48704882,-6.157957611
4248,"Glen Ellan Park, Swords",Swords North,ACPL,Acer platanoides,Norway Maple,Newly Planted,5.1-10 metres,3 to 6 metres,11cm to 20cm,13cm,Good,53.46825326,-6.228345692
27116,"Tara Court, Balbriggan",Balbriggan,ACPS,Acer pseudoplatanus,Sycamore,Young,5.1-10 metres,Up to 3 metres,11cm to 20cm,12cm,Good,53.60917664,-6.189920627
27124,"Tara Court, Balbriggan",Balbriggan,ACPS,Acer pseudoplatanus,Sycamore,Young,5.1-10 metres,Up to 3 metres,11cm to 20cm,11cm,Good,53.60922865,-6.189949679
27132,"Clonard Court, Balbriggan",Balbriggan,ACPS,Acer pseudoplatanus,Sycamore,Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,22cm,Good,53.60935308,-6.189841151
27196,"Tara Court, Balbriggan",Balbriggan,ACPS,Acer pseudoplatanus,Sycamore,Semi-Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,27cm,Good,53.6079802,-6.190231864
48004,"Seabury Drive, Malahide",Malahide,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,17cm,Good,53.45462977,-6.1785673
48008,"Seabury Drive, Malahide",Malahide,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,28cm,Good,53.45457163,-6.178349231
48096,"Seabury Drive, Malahide",Malahide,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,16cm,Good,53.45409127,-6.176991517
48100,"Seabury Drive, Malahide",Malahide,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,22cm,Fair to Good,53.45415139,-6.177121274
48136,"Seabury Drive, Malahide",Malahide,ACPS,Acer pseudoplatanus,Sycamore,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,30cm,Good,53.45418992,-6.178209307
48432,"Seabury Parade, Malahide",Malahide,ACPL,Acer platanoides,Norway Maple,Semi-Mature,10.1- 15 metres,6 to 9 metres,21cm to 30cm,21cm,Good,53.45515267,-6.179904861
28644,"Ridgewood Park, Swords",Swords South,TISP,Tilia spp.,Lime,Young,Up to 5 metres,Up to 3 metres,11cm to 20cm,12cm,Good,53.44729324,-6.246258212
